datetime,open,close,high,low,volume,status
20220103,145.5,145.107,145.851,143.7125,35093600.0,1
20220104,145.5005,144.394,146.485,143.716,33333500.0,1
20220105,143.95,137.577,144.4995,137.577,56037500.0,1
20220106,138.25,138.15,139.94,136.5585,38709300.0,1
20220107,138.5,136.9385,138.505,135.7665,32315400.0,1
20220110,136.55,138.65,138.8435,133.1645,44415400.0,1
20220111,139.25,139.736,140.216,136.692,24336200.0,1
20220112,140.3,141.4,142.608,140.0,28557200.0,1
20220113,141.75,138.587,142.85,138.409,30017200.0,1
20220114,137.02,139.4305,140.742,136.8605,33643600.0,1
20220118,136.8,136.4675,137.4,135.438,38976800.0,1
20220119,136.9445,135.137,137.9595,135.0155,27163700.0,1
20220120,136.6,132.15,137.626,131.5,32087500.0,1
20220121,132.245,130.3515,134.866,129.6605,62627700.0,1
20220124,129.25,130.6655,131.203,124.5,85401100.0,1
20220125,128.425,127.3,129.8,125.5,49649000.0,1
20220126,129.5,130.75,133.0,127.142,54481200.0,1
20220127,129.631,130.45,132.6525,128.932,30265200.0,1
20220128,129.005,133.85,133.95,127.04,35519900.0,1
20220131,134.5,135.135,135.473,132.2095,45020000.0,1
20220201,135.75,149.65,149.75,134.3685,60913400.0,1
20220202,150.0,145.385,152.9,144.5,119677000.0,1
20220203,146.25,145.4005,149.675,142.665,75276900.0,1
20220204,144.76,143.8245,144.9245,140.515,54821400.0,1
20220207,143.75,139.6,144.7,138.9,56520400.0,1
20220208,139.201,139.719,140.0,137.0135,68875000.0,1
20220209,140.965,141.65,142.5245,140.187,39355300.0,1
20220210,141.65,138.594,141.65,137.957,40876000.0,1
20220211,138.6995,134.25,139.1565,133.4,38733600.0,1
20220214,132.6,135.526,136.3,132.25,40090500.0,1
20220215,137.65,136.506,138.596,135.8215,30712800.0,1
20220216,136.6085,137.6,138.086,134.9235,23848800.0,1
20220217,137.0,132.7435,137.738,132.3605,45998000.0,1
20220218,133.6005,130.2,134.07,130.1965,51988500.0,1
20220222,128.2,130.6,132.1805,128.2,48443100.0,1
20220223,131.7,127.585,132.051,127.3,33621400.0,1
20220224,124.95,131.5525,133.0,123.65,57447500.0,1
20220225,132.3505,134.45,135.2715,131.7515,37423600.0,1
20220228,132.7495,135.3,135.7515,132.592,39367900.0,1
20220301,134.0995,134.0615,136.2555,133.2185,27237600.0,1
20220302,134.25,134.3,135.2625,133.0715,24403400.0,1
20220303,134.75,133.8995,136.4395,133.0255,23540600.0,1
20220304,132.675,131.65,133.8515,130.3375,31302300.0,1
20220307,130.17,126.1,131.8,125.9,47169900.0,1
20220308,126.3835,126.95,131.25,125.6745,43254100.0,1
20220309,130.0,133.25,133.75,129.5105,39709100.0,1
20220310,131.1605,132.5,133.272,130.9125,27056100.0,1
20220311,132.35,130.05,134.9675,129.6315,34347200.0,1
20220314,130.25,126.6,130.5,125.275,37067200.0,1
20220315,126.47,129.25,129.8545,125.7205,34131100.0,1
20220316,132.1895,133.0755,133.8745,128.7345,35066000.0,1
20220317,132.4,132.9,134.0805,132.185,27543600.0,1
20220318,132.687,136.45,136.45,132.258,56036100.0,1
20220321,136.2,136.1015,137.05,134.092,28799800.0,1
20220322,136.35,139.868,141.05,136.0915,35191300.0,1
20220323,139.486,138.4555,139.5885,137.835,26834700.0,1
20220324,139.7165,141.4555,141.619,137.7505,23340200.0,1
20220325,141.9375,141.6,142.5,139.7375,23088400.0,1
20220328,141.8395,141.6475,142.0025,139.811,37150500.0,1
20220329,142.0,142.306,143.7935,141.75,37946400.0,1
20220330,142.25,142.3435,142.7205,141.6,21021500.0,1
20220331,142.2065,139.55,142.696,139.0245,44073500.0,1
20220401,140.1325,140.025,140.471,138.3075,21270000.0,1
20220404,140.1825,143.1,143.712,140.1825,26992200.0,1
20220405,142.8045,140.7935,142.9905,140.3825,20662600.0,1
20220406,139.25,136.492,139.3605,135.517,32139700.0,1
20220407,137.0,136.6475,137.6785,134.227,25115900.0,1
20220408,136.25,133.2875,136.25,132.9655,22438700.0,1
20220411,132.1535,128.95,132.4,128.6685,38501800.0,1
20220412,129.105,127.85,131.65,126.7885,30299200.0,1
20220413,129.0915,130.0,130.334,127.741,24634800.0,1
